param	estimate	std_err	z	pvalue	feature
(Intercept)	-5.150190649687235	0.045803588898176886	-112.44076662063105	0	1547
TimepointPre	-0.3772133227378976	0.052299791834146785	-7.212520538018914	5.492554301771168e-13	1547
ptidV002	-2.605350209905694	0.26175627671451845	-9.953343784558756	2.4384921863026186e-23	1547
ptidV005	-0.7342703267387843	0.09702135738929357	-7.568130837342954	3.7863254604903424e-14	1547
ptidV008	-3.084882309206727	0.2616850523483901	-11.788530837060266	4.472753121650579e-32	1547
ptidV012	-2.3487928146035166	0.129336545668627	-18.160318125561783	1.064063229990256e-73	1547
ptidV019	-2.9178851445581806	0.2085077641914955	-13.994131853422816	1.6928419877048375e-44	1547
ptidV021	-1.436252545678405	0.08444083098034112	-17.008981662115364	7.0451707445954445e-65	1547
ptidV023	-23.50690441761599	2975.6184385710794	-0.007899838269890621	0.9936969065716753	1547
ptidV029	-0.018253585745684267	0.059897962716182106	-0.3047446844256834	0.7605606140527743	1547
ptidV030	-2.2628024598900733	0.11832565910852286	-19.123514518644978	1.60891933360431e-81	1547
(Intercept)	-7.235145549839611	0.12286298183126063	-58.887920852973615	0	1944
TimepointPre	-0.33220360223866796	0.09249559655897892	-3.5915612699123636	3.2870287554901035e-4	1944
ptidV002	-21.243345053797157	4901.4784401407815	-0.004334068855597578	0.9965419242008363	1944
ptidV005	-0.7521232093011107	0.2672127790485451	-2.8146977550219288	0.004882312835844379	1944
ptidV008	-1.932702032165354	0.4251843963520509	-4.54556199321361	5.478886775248954e-6	1944
ptidV012	-4.484614108701837	1.0070261998490853	-4.453324163138864	8.45509541725019e-6	1944
ptidV019	-21.95112861410872	4735.993283375682	-0.00463495771650727	0.9963018520391453	1944
ptidV021	1.4813124273804683	0.1281336972797744	11.560678095053222	6.519194234202477e-31	1944
ptidV023	-3.756895256801916	0.7172668342815625	-5.237793073988906	1.6250811617512969e-7	1944
ptidV029	-2.499539438491826	0.42521032180511703	-5.878360214495024	4.143504916637758e-9	1944
ptidV030	-1.3830727584111993	0.2326253832295501	-5.945493734217347	2.756247938458094e-9	1944
(Intercept)	-8.044932839168931	0.21342682536966787	-37.69410347192595	0	2381
TimepointPre	-2.523934070198513	0.1654803695330126	-15.252166026224636	1.5926101243769202e-52	2381
ptidV002	-1.9304812826921052	1.0225133165876998	-1.8879766662936461	0.05902908302967459	2381
ptidV005	-0.5156061600772367	0.6168379350635798	-0.8358859446997067	0.4032190702282849	2381
ptidV008	-1.8253452129051595	0.7385755478870509	-2.471440082368265	0.013457010009212737	2381
ptidV012	3.109992575938015	0.21710716425484036	14.324688854060598	1.5341364086355104e-46	2381
ptidV019	-18.47439620685019	1470.988259294326	-0.012559173120601841	0.989979493098465	2381
ptidV021	-0.24386077264134995	0.28973024254387453	-0.8416821471594272	0.3999658939049547	2381
ptidV023	-18.82320141607821	1680.8453400724231	-0.011198651635174934	0.9910649555158958	2381
ptidV029	-1.6480932533372659	0.5435897447888188	-3.0318696574703403	0.002430441272669179	2381
ptidV030	-1.1788649634340105	0.3957177547419317	-2.9790550191583143	0.0028913885549560403	2381
(Intercept)	-8.294451917834017	0.21393970180546099	-38.7700452409544	0	2534
TimepointPre	-0.7058020434439389	0.06634436716982792	-10.63846221695402	1.9735962533638217e-26	2534
ptidV002	-0.9400768568024965	0.6155196774238637	-1.5272896891566536	0.12668899226590719	2534
ptidV005	0.33978309236269505	0.34328716437512163	0.9897925923947521	0.3222755062645335	2534
ptidV008	-1.8501103252145947	0.7385685270744967	-2.5049948073782202	0.01224531911180353	2534
ptidV012	3.423611156822889	0.21603649832990324	15.847373861775843	1.4657952442831595e-56	2534
ptidV019	-17.705845223191172	1014.0088852246954	-0.017461232816779228	0.9860686598583541	2534
ptidV021	-0.04845010916680952	0.28074145174024057	-0.17257910745449365	0.8629822753031913	2534
ptidV023	-18.198893066404292	1094.648581898875	-0.0166253292310806	0.9867355175450381	2534
ptidV029	2.266547922296521	0.2240153699297416	10.117823268141748	4.605438246363232e-24	2534
ptidV030	-0.7074174564473713	0.3348786671851151	-2.1124590061042117	0.03464709853012979	2534
(Intercept)	-5.381985003441017	0.05101950796915284	-105.48876729064196	0	2725
TimepointPre	-0.4968623372606048	0.052262753902771644	-9.507006427272382	1.962280804918594e-21	2725
ptidV002	0.6176744456799074	0.0771134652728922	8.009942796553837	1.1476181063846438e-15	2725
ptidV005	-1.1039023718585812	0.13045493041961417	-8.461944430216853	2.629558215996773e-17	2725
ptidV008	-1.6275723809888503	0.15090298678330824	-10.785554452450905	4.028068713978629e-27	2725
ptidV012	-1.0450626390030096	0.08759446752090681	-11.9306922980447	8.188961175204614e-33	2725
ptidV019	-2.2454146101395396	0.1736017320357185	-12.934286909519695	2.8828544358502893e-38	2725
ptidV021	-0.8292389342167984	0.07832484431672335	-10.587176284239934	3.4174544133901284e-26	2725
ptidV023	-3.913302980051849	0.3201021426513831	-12.225169590050978	2.2810515819811636e-34	2725
ptidV029	-0.8010318621585807	0.08641145598789461	-9.269972979865045	1.8619308578546076e-20	2725
ptidV030	-1.2525292907819496	0.09057904803048901	-13.828024449543198	1.7269851598561608e-43	2725
(Intercept)	-7.616676443859945	0.14941077261820224	-50.97809421897086	0	3368
TimepointPre	-0.5684809574088735	0.03291107466898445	-17.273242005209042	7.481868963566309e-67	3368
ptidV002	1.2036072329806993	0.20282090123700053	5.934335296016946	2.9503833883222295e-9	3368
ptidV005	2.6496016662936848	0.16045481479587959	16.513070484449717	2.9546034253715184e-61	3368
ptidV008	1.082706085151612	0.18771181644914411	5.767916509640427	8.025754627028565e-9	3368
ptidV012	3.3726560332528663	0.15119265954053754	22.307009106805182	3.1592689461382473e-110	3368
ptidV019	1.8916320661652324	0.1627326638890608	11.624169487293642	3.105992495035307e-31	3368
ptidV021	1.850560610601295	0.15717759297790201	11.773692264529524	5.333784385760632e-32	3368
ptidV023	1.8158492398744575	0.15949177065908385	11.385222148896093	4.954183105390723e-30	3368
ptidV029	0.3544435236621078	0.19398290951790068	1.8271894392294383	0.06767129118076601	3368
ptidV030	3.0172824927021913	0.15175289553448598	19.882866037416143	5.726724918163076e-88	3368
(Intercept)	-7.295939573443065	0.13524820872401502	-53.944814813266944	0	3648
TimepointPre	-0.9732194963133717	0.09576339765893314	-10.162750279387005	2.907567334146121e-24	3648
ptidV002	0.9840291700793352	0.19383320901596207	5.076679971791113	3.840869867396057e-7	3648
ptidV005	-2.4183643675776567	0.720951492166689	-3.3544064945475056	7.953542879571894e-4	3648
ptidV008	-0.17592458485019943	0.23436361964607588	-0.7506480106249932	0.4528645190941587	3648
ptidV012	-20.174759527435196	1748.4240653196173	-0.01153882512120833	0.9907935538843583	3648
ptidV019	1.9280096805667473	0.1454016914402376	13.259884816121206	3.955027680477925e-40	3648
ptidV021	0.6013736816967922	0.1569988500516992	3.8304336719585006	1.279176119576206e-4	3648
ptidV023	-20.04015369629531	1765.716333727446	-0.011349588443796254	0.9909445330201953	3648
ptidV029	0.15778408148316986	0.18244203092796088	0.8648450177879928	0.3871238587083573	3648
ptidV030	-2.1439132866251054	0.3591591656869786	-5.96925678486961	2.383367539482705e-9	3648
(Intercept)	-7.390524018886044	0.12998718098481798	-56.85579118566491	0	3649
TimepointPre	-0.3708563156099111	0.04455209476060587	-8.324105019138898	8.496825216110682e-17	3649
ptidV002	0.5356050610505318	0.2091644149117181	2.5606892132038537	0.010446476058217144	3649
ptidV005	-0.5662172712023278	0.269543287280374	-2.1006543212977844	0.035671321849474476	3649
ptidV008	0.2742483207185307	0.19604090682103092	1.3989341569864124	0.1618327286029449	3649
ptidV012	-0.011210937588922339	0.1737726910161561	-0.06451495642592096	0.948560198415037	3649
ptidV019	1.9780751164717185	0.14007719753041	14.121321323852792	2.806787742458328e-45	3649
ptidV021	2.7838030665847158	0.13201588193040822	21.086880047146064	1.0495958971306346e-98	3649
ptidV023	-4.273582385300809	1.0083492321159966	-4.238196697321621	2.2532232112221818e-5	3649
ptidV029	1.062884747815481	0.14936743735341493	7.115906697258342	1.1117949070019333e-12	3649
ptidV030	1.2396690477003824	0.1418942813364623	8.736568070427422	2.4029913174551207e-18	3649
(Intercept)	-7.235078314264406	0.13089302992036816	-55.274740898472864	0	5612
TimepointPre	-1.0140462531962084	0.06317728267442381	-16.050805135478342	5.642728266967953e-58	5612
ptidV002	0.691996008851175	0.20498038775475552	3.375913258975288	7.357111024222065e-4	5612
ptidV005	2.6000984274194736	0.14496736600557586	17.935749948850326	6.202122224888471e-72	5612
ptidV008	0.5027051279417881	0.18664570026617813	2.693365704245386	0.00707346353038558	5612
ptidV012	0.20682233199405065	0.16756955880856442	1.2342476370086382	0.21711064136726296	5612
ptidV019	1.2642847629049172	0.15153435575500862	8.34322194861827	7.229329854152996e-17	5612
ptidV021	1.2517997924940014	0.14254344989603823	8.781882249987506	1.607613442100137e-18	5612
ptidV023	0.29896727118541117	0.17027776552485843	1.7557622409707137	0.07912901420589616	5612
ptidV029	-1.0227456311870973	0.2541623582932825	-4.023985447943211	5.722145442913413e-5	5612
ptidV030	1.1743425965754397	0.14423122545833456	8.142082914733905	3.885350176366232e-16	5612
(Intercept)	-7.15733423484566	0.1179225073273195	-60.69523449818554	0	5616
TimepointPre	-0.48601188299834297	0.04557965790702243	-10.662912038299073	1.5176956683770014e-26	5616
ptidV002	1.1109720540451238	0.1625223483741515	6.835810983283941	8.154240039284705e-12	5616
ptidV005	2.239344157582313	0.1307094002461696	17.132234968295148	8.531345188673282e-66	5616
ptidV008	1.4639851052390018	0.13852760297579328	10.568183335236249	4.1852318527080174e-26	5616
ptidV012	0.9588392854930692	0.1339221825739327	7.159674872859356	8.086862558908201e-13	5616
ptidV019	1.6368447248169782	0.1307660241109363	12.517354840033594	6.000161170635593e-36	5616
ptidV021	1.7183822657169165	0.1243515285536398	13.81874662663018	1.9646074416145757e-43	5616
ptidV023	0.5655817122369619	0.14306784934259573	3.9532411707860255	7.709965681271652e-5	5616
ptidV029	0.4009700983471308	0.1507773125441569	2.6593529993426697	0.00782908866293352	5616
ptidV030	1.0021164574538755	0.13163593237212737	7.612788084494655	2.6824541484932223e-14	5616
(Intercept)	-7.839760903686403	0.16393716836924918	-47.82174159570857	0	6315
TimepointPre	-0.3942002482263409	0.07145444246258456	-5.516805318756138	3.4521748783091094e-8	6315
ptidV002	0.5192608168015876	0.2643568076322255	1.9642422733595188	0.0495020025898122	6315
ptidV005	0.055530318985152954	0.2738844863817845	0.202750873986144	0.8393297572049769	6315
ptidV008	1.1230266457951463	0.20260820847939015	5.542848704026636	2.97589980583338e-8	6315
ptidV012	0.3007146327775854	0.20483625188388196	1.468073302513147	0.14208431259588988	6315
ptidV019	2.0128069005857707	0.1755124936331404	11.46816878343133	1.90651022767578e-30	6315
ptidV021	1.908764354998027	0.17066443615858312	11.184312314631175	4.866635070926658e-29	6315
ptidV023	-0.978460442675767	0.2921881494415748	-3.3487341788015175	8.11816428621858e-4	6315
ptidV029	0.36381150351277003	0.2102644651085024	1.7302567189612044	0.08358441865483825	6315
ptidV030	0.03350381175735544	0.2110017092736942	0.15878455142700776	0.8738386205622594	6315
(Intercept)	-7.827457900808877	0.1656155063838032	-47.26283227772918	0	6703
TimepointPre	-0.5179989527906603	0.06564091153622074	-7.89140401416924	2.9880560466597825e-15	6703
ptidV002	2.883950416027847	0.17714746619202434	16.2799416668015	1.369994738045665e-59	6703
ptidV005	1.3855060052167711	0.20410671328393337	6.788145195838758	1.1358431100454023e-11	6703
ptidV008	1.5390201378885144	0.19249748930448124	7.995014082776854	1.295590574316126e-15	6703
ptidV012	1.1607076720043548	0.18397590114924173	6.309020174673778	2.808075167313084e-10	6703
ptidV019	-0.5445862185149322	0.29304403485136493	-1.8583767411991583	0.06311553284379949	6703
ptidV021	0.4948917616269691	0.19668275536669466	2.5161929458650025	0.011863021885455143	6703
ptidV023	-1.8138159280896218	0.4124047409163224	-4.39814519120101	1.0917993385572025e-5	6703
ptidV029	1.8424685250946282	0.17686403614182372	10.417428920468543	2.0645899079877877e-25	6703
ptidV030	0.8030878511313356	0.18906435011611736	4.247695827574603	2.1598035540401394e-5	6703
(Intercept)	-4.724811479919375	0.039309636424491076	-120.194738737794	0	6897
TimepointPre	-0.5156536660646173	0.05830380226824684	-8.844254508345337	9.214138453678261e-19	6897
ptidV002	-2.6358563977525242	0.2211576387286817	-11.91845062600898	9.48561440936379e-33	6897
ptidV005	-4.218637169859769	0.4106407591677377	-10.273303552257824	9.296555759076884e-25	6897
ptidV008	-0.1027909339339834	0.059843677172445216	-1.7176573832149653	0.0858591269625632	6897
ptidV012	-23.86135708108791	2874.322860664417	-0.008301557701688464	0.9933763913579107	6897
ptidV019	-23.375380498260927	2827.1942450107103	-0.008268048981605214	0.9934031265307764	6897
ptidV021	-2.814295910949632	0.12464064785993524	-22.579278584239976	6.927014547008752e-113	6897
ptidV023	-23.863348858776874	2980.572964220993	-0.008006295818030354	0.9936119684239393	6897
ptidV029	-4.785259639953199	0.37961825228903456	-12.605451953637328	1.970398500504625e-36	6897
ptidV030	-3.4904753461942444	0.17266980151441683	-20.214741174083137	7.262522858646147e-91	6897
(Intercept)	-28.381665248786344	2864.697081460033	-0.009907387916324204	0.9920951774619602	7088
TimepointPre	-0.4452414444514507	0.07595950034730181	-5.861563628192906	4.585287083833452e-9	7088
ptidV002	0.9631044416091824	4117.015615836487	2.3393266663952178e-4	0.9998133487387233	7088
ptidV005	20.157465507247178	2864.6970949974616	0.007036508516885636	0.9943857248218791	7088
ptidV008	19.541693254835877	2864.6971031795	0.006821556538437078	0.9945572275693663	7088
ptidV012	20.46172668737548	2864.697085419192	0.007142719134781161	0.9943009831394032	7088
ptidV019	19.10154372294263	2864.6971062955977	0.006667910433170805	0.9946798166360575	7088
ptidV021	19.977103338280898	2864.697087181104	0.006973548242735362	0.9944359586200473	7088
ptidV023	19.701667824632796	2864.69709058868	0.006877400018786701	0.9945126719637629	7088
ptidV029	23.34766807437163	2864.6970816422463	0.008150135043593196	0.9934972050713734	7088
ptidV030	17.68486502578843	2864.697139541017	0.006173380348549483	0.995074386418317	7088
(Intercept)	-7.793253992741633	0.1608784448007953	-48.44187798055533	0	7152
TimepointPre	-0.45806634332511603	0.04839366878516883	-9.465418820767301	2.92386957945723e-21	7152
ptidV002	1.4762738109036933	0.20516839994509786	7.195424886574821	6.226655788166672e-13	7152
ptidV005	2.728762453613547	0.17166168207501117	15.896165181587564	6.736417617027365e-57	7152
ptidV008	2.4544332591879114	0.17166889181750217	14.297484146383209	2.2686373736743495e-46	7152
ptidV012	0.22729135622522664	0.20506462274239548	1.1083889224069265	0.26769388694133206	7152
ptidV019	1.7770419082229656	0.17651734413995154	10.067236830926031	7.711412226453179e-24	7152
ptidV021	1.6379847055476693	0.1708743917325341	9.585899261672694	9.165567905866503e-22	7152
ptidV023	0.5579668587913464	0.19559118032251563	2.8527199328277466	0.004334680562622365	7152
ptidV029	0.16651567308076462	0.21666748627290483	0.7685309685599472	0.4421717994494009	7152
ptidV030	2.5377865126224837	0.1646771054097554	15.410682051447733	1.38739756115153e-53	7152
(Intercept)	-5.369249634463985	0.05291579631473217	-101.46780372591962	0	7163
TimepointPre	-0.6381984771664503	0.07078477995703289	-9.016040984429754	1.9500947868388736e-19	7163
ptidV002	-1.6207194284565363	0.19227514510044338	-8.429167626475497	3.4813259807033687e-17	7163
ptidV005	-2.054895074829603	0.20854743998369704	-9.853369933432136	6.6283476620139e-23	7163
ptidV008	-3.090246410669447	0.3055184760421686	-10.114761145387888	4.751746372504615e-24	7163
ptidV012	-3.1620304088447564	0.21880601203727154	-14.451295827767906	2.460134530044982e-47	7163
ptidV019	-2.970973900967095	0.24749218278868682	-12.004314105968207	3.372482269866281e-33	7163
ptidV021	-0.9244115625253185	0.08167930575949213	-11.317573697887248	1.0740344592250991e-29	7163
ptidV023	-4.7728734776814274	0.5026065467066764	-9.496242157917811	2.1760136305455437e-21	7163
ptidV029	-0.5823122261870326	0.08182151554241422	-7.116859451047159	1.1041397552765791e-12	7163
ptidV030	-5.66834754593086	0.7088198700632415	-7.996880145903818	1.2761134633819415e-15	7163
(Intercept)	-9.864791264854922	0.44797680931437667	-22.020763262171698	1.8216975469975294e-107	7373
TimepointPre	-0.4046651693578299	0.07964294124454138	-5.080992276708077	3.7546838575217773e-7	7373
ptidV002	0.5114375571940393	0.730367819879891	0.7002465651870385	0.48377333583627485	7373
ptidV005	0.1425652059367369	0.731211090745552	0.19497133965976315	0.8454153846628978	7373
ptidV008	0.029830561410397142	0.7303167343238017	0.040846060357657255	0.9674186191223042	7373
ptidV012	1.6965220005302981	0.4789874700102616	3.5418922346631585	3.972677388847539e-4	7373
ptidV019	4.865182789367054	0.44943284183252363	10.825160817197274	2.6161948472369262e-27	7373
ptidV021	2.1089260418782976	0.4661311389780797	4.524319157269328	6.05902346513974e-6	7373
ptidV023	-18.777000438711692	2974.734140119727	-0.006312160870267202	0.9949636577404775	7373
ptidV029	2.2795400037596036	0.46908741802608184	4.859520669626782	1.1767029724847892e-6	7373
ptidV030	2.3726657915633216	0.461908504628025	5.136657515050583	2.7966795286383204e-7	7373
(Intercept)	-9.159855630128249	0.31765510494804755	-28.83585211585484	7.623827357011084e-183	7382
TimepointPre	-0.4411334293600594	0.0940972605598371	-4.688058151061046	2.758096542400599e-6	7382
ptidV002	-17.2677398012577	1800.0188950839072	-0.009593088077251974	0.9923459405300394	7382
ptidV005	2.0054843823798225	0.35803049958507893	5.601434471934586	2.125851519559633e-8	7382
ptidV008	0.9471947387029106	0.4082861176059287	2.3199288387687185	0.020344727207357843	7382
ptidV012	2.704187664297702	0.3246443003415739	8.329693949508727	8.105161118483643e-17	7382
ptidV019	-0.2756268974792397	0.5164240845300484	-0.5337220043291807	0.5935338828708885	7382
ptidV021	2.4415126272163965	0.32590963945718615	7.491378994750879	6.815370148490015e-14	7382
ptidV023	-0.6750634313171985	0.5167750486185005	-1.3063003585832011	0.19145043522801553	7382
ptidV029	1.803837141431534	0.34085377797476274	5.292114267147986	1.2091030244522897e-7	7382
ptidV030	1.2550975051540054	0.34704198311329	3.6165581290615365	2.98546297933437e-4	7382
(Intercept)	-27.140079013910476	1713.1157992809924	-0.015842524495601158	0.9873600230450266	7395
TimepointPre	-1.3759428073606725	0.12375599557017215	-11.118191090632738	1.023256129211175e-28	7395
ptidV002	20.178490929728202	1713.1158113654485	0.011778824756538102	0.9906020748953293	7395
ptidV005	20.279591146200605	1713.115810778205	0.011837840161540707	0.9905549906975823	7395
ptidV008	17.146166799486632	1713.1159451137673	0.010008760264237668	0.9920142980409344	7395
ptidV012	-0.2191153750125063	2426.2384292550037	-9.031073466253993e-5	0.999927942459236	7395
ptidV019	21.839384498524943	1713.1158001298186	0.012748341061865153	0.9898285710020803	7395
ptidV021	20.56982079803102	1713.1158010282677	0.012007256477165378	0.9904198256421646	7395
ptidV023	-0.037438941490508956	2448.006351390509	-1.5293645569686945e-5	0.999987797436322	7395
ptidV029	15.918698518614463	1713.1160910499677	0.00929224738579036	0.9925859659710632	7395
ptidV030	16.281378324725335	1713.1159451120368	0.009503955859602101	0.9924170545083923	7395
(Intercept)	-4.735722585610176	0.03761127460006369	-125.91231315521959	0	7404
TimepointPre	-0.3820707035052825	0.04470161604541375	-8.547134025694398	1.261826338116467e-17	7404
ptidV002	-1.5348327668335167	0.12803189305908125	-11.987894032975493	4.112274764549326e-33	7404
ptidV005	-2.295519565981891	0.15440333463983824	-14.86703361256043	5.395140241093779e-50	7404
ptidV008	-0.142391179552957	0.059608522221593414	-2.388772179649427	0.016904781408538547	7404
